Setari{prioritate=5 memorie=1 nrDescarcari=17 ajungeAcasa=false}
Fisier generat in 2018/02/19 14:35
Probabilitate Mutatie;Nr Indivizi;Viata;Nr Solutii Gasite;Generatia;Best Solutie
99;5;1;7;267612
100;5;170;199;212463
363;5;1;200;212402
330;5;1;201;212322
300;5;1;202;212259
272;5;1;203;212205
247;5;1;204;212032
203;5;1;206;211999
184;5;1;207;211990
167;5;1;208;211845
151;5;1;209;211697
112;5;1;212;211547
110;5;136;399;201378
399;5;1;400;201334
329;5;1;402;201287
299;5;2;805;194119
246;5;1;405;201209
223;5;3;808;194059
183;5;2;810;194046
166;5;3;811;193971
150;5;2;611;196766
123;5;2;613;196669
111;5;1;413;200761
121;5;99;599;197517
199;5;1;441;200156
180;5;1;442;200119
163;5;1;443;200116
148;5;1;444;200081
134;5;1;445;200033
439;5;2;801;194136
362;5;1;602;197228
271;5;2;806;194066
136;5;2;813;193888
133;5;85;798;194138
146;5;69;999;192199
963;5;1;1001;192104
795;5;1;1003;192076
656;5;1;1005;192020
596;5;1;1006;191993
541;5;1;1007;191937
446;5;1;1009;191933
368;5;1;1011;191929
334;5;1;1012;191914
303;5;1;1013;191793
320;5;93;1198;188637
581;5;2;1231;187932
359;5;5;1487;186128
1163;5;2;1401;186938
1057;5;2;1402;186936
960;5;1;1202;188556
872;5;2;1404;186904
792;5;1;1204;188371
653;5;2;1407;186881
539;5;1;1208;188309
489;5;1;1209;188286
444;5;3;1612;185301
403;5;3;1613;185292
366;5;1;1212;188245
332;5;1;1213;188179
352;5;73;1396;186996
528;5;1;1232;187902
1280;5;1;1400;186943
719;5;2;1607;185323
593;5;2;1609;185318
387;5;67;1599;185447
703;5;3;1480;186144
580;5;3;1562;185678
639;5;2;1561;185703
435;5;3;1565;185673
527;5;1;1483;186130
479;5;1;1564;185676
395;5;1;1566;185671
1407;5;1;1600;185439
1279;5;1;1601;185428
1056;5;1;1603;185394
871;5;1;1605;185378
791;5;1;1606;185365
425;5;74;1796;184387
701;5;2;2627;182335
526;5;2;1714;184744
434;5;2;1716;184740
637;5;1;1712;184747
478;5;1;1715;184743
1545;5;1;1800;184381
1276;5;1;1802;184365
870;5;1;1806;184359
790;5;1;1807;184352
718;5;1;1808;184341
467;5;42;1989;183764
636;5;1;1843;184173
700;5;1;1912;184053
525;5;1;1915;184034
849;5;1;1950;183803
1698;5;1;2000;183761
1543;5;1;2001;183722
869;5;1;2007;183719
717;5;1;2009;183717
537;5;1;2012;183714
488;5;1;2013;183711
513;5;20;2135;183442
847;5;2;2081;183549
769;5;1;2032;183632
699;5;4;2344;182984
524;5;2;2347;182978
1032;5;1;2172;183441
1741;5;1;2201;183436
1438;5;1;2203;183417
981;5;1;2207;183413
668;5;1;2211;183404
564;5;36;2398;182870
846;5;2;2342;182997
1025;5;2;2340;183003
635;5;1;2295;183205
1432;5;1;2411;182869
604;5;1;2420;182840
620;5;21;2579;182354
1024;5;4;2742;182232
576;5;2;2527;182496
1127;5;1;2520;182639
698;5;1;2525;182531
768;5;1;2554;182409
634;5;1;2556;182405
1372;5;7;2710;182247
850;5;1;2625;182337
682;5;9;2751;182229
1496;5;1;2670;182261
Generatia;Nr indivizi;Viata;Fitness
7;99;5;267612
8;100;5;267569
9;100;5;262717
10;100;5;260373
11;100;5;260262
12;100;5;258617
13;100;5;258286
14;100;5;257717
15;100;5;256205
16;100;5;256060
17;100;5;255115
18;100;5;254595
19;100;5;253944
20;100;5;252479
21;100;5;251892
22;100;5;251881
23;100;5;251621
24;100;5;250714
25;100;5;250461
26;100;5;249800
27;100;5;248695
29;100;5;247984
30;100;5;247478
31;100;5;247140
32;100;5;246421
33;100;5;245996
34;100;5;245646
35;100;5;245298
36;100;5;243876
38;100;5;243082
39;100;5;242323
40;100;5;241685
41;100;5;241190
42;100;5;241189
43;100;5;240582
44;100;5;240222
45;100;5;240132
46;100;5;239802
47;100;5;239502
48;100;5;239058
49;100;5;237988
52;100;5;237420
53;100;5;237232
54;100;5;236334
55;100;5;236133
56;100;5;235684
57;100;5;235518
58;100;5;235056
59;100;5;234602
60;100;5;234293
62;100;5;233706
63;100;5;233274
64;100;5;232982
65;100;5;232521
66;100;5;232259
67;100;5;231687
69;100;5;231355
70;100;5;230755
72;100;5;230369
73;100;5;230154
74;100;5;229782
75;100;5;229590
76;100;5;229325
77;100;5;229080
78;100;5;228866
79;100;5;228671
80;100;5;228275
81;100;5;228124
82;100;5;227784
83;100;5;227748
84;100;5;227602
85;100;5;226864
86;100;5;226808
88;100;5;226804
89;100;5;226621
90;100;5;226563
91;100;5;226381
92;100;5;226179
94;100;5;226015
95;100;5;225668
96;100;5;225611
97;100;5;225202
99;100;5;224755
100;100;5;224502
101;100;5;223971
102;100;5;223919
103;100;5;223513
104;100;5;223500
105;100;5;223286
106;100;5;223180
107;100;5;223108
108;100;5;222966
109;100;5;222776
110;100;5;222256
111;100;5;222194
112;100;5;222017
113;100;5;221905
114;100;5;221848
115;100;5;221683
116;100;5;221532
117;100;5;221511
118;100;5;221222
119;100;5;221138
120;100;5;221105
121;100;5;221060
122;100;5;220887
123;100;5;220810
124;100;5;220666
125;100;5;220619
126;100;5;220289
127;100;5;220220
128;100;5;220213
129;100;5;220053
130;100;5;219580
131;100;5;219517
133;100;5;219391
134;100;5;219259
135;100;5;219117
137;100;5;219060
138;100;5;218760
139;100;5;218555
141;100;5;218501
143;100;5;218318
144;100;5;218192
146;100;5;218020
148;100;5;217989
149;100;5;217908
150;100;5;217824
151;100;5;217710
152;100;5;217626
153;100;5;217405
154;100;5;217270
155;100;5;217102
156;100;5;216967
157;100;5;216948
158;100;5;216906
159;100;5;216772
161;100;5;216691
162;100;5;216387
163;100;5;216203
164;100;5;216130
165;100;5;216092
166;100;5;215985
167;100;5;215828
168;100;5;215788
169;100;5;215691
170;100;5;215678
171;100;5;215439
