Setari{prioritate=5 memorie=1 nrDescarcari=15 ajungeAcasa=false}
Fisier generat in 2018/02/08 16:03
Probabilitate Mutatie;Nr Indivizi;Viata;Nr Solutii Gasite;Generatia;Best Solutie
100;20;543;995;112540
169;20;1;917;113033
114;20;1;921;113018
103;20;1;922;113004
110;20;173;1984;108773
683;20;1;1263;111190
620;20;1;1264;111148
563;20;1;1265;111143
421;20;1;1268;111109
315;20;1;1271;111064
214;20;1;1275;111024
176;20;1;1277;110903
145;20;1;1279;110867
119;20;1;1281;110787
108;20;1;1282;110732
405;20;1;1876;109081
275;20;1;1880;109080
186;20;1;1884;109076
1212;20;1;1925;109045
1101;20;1;1926;109021
750;20;1;1930;109014
681;20;1;1931;109008
619;20;1;1932;108992
562;20;1;1933;108967
510;20;1;1934;108961
463;20;1;1935;108957
420;20;1;1936;108847
285;20;1;1940;108844
259;20;1;1941;108836
235;20;1;1942;108826
159;20;1;1946;108822
144;20;1;1947;108817
107;20;1;1950;108814
121;20;48;2995;107389
1657;20;3;2727;107697
1506;20;1;2094;108515
1369;20;1;2095;108491
933;20;3;2733;107644
848;20;1;2100;108416
770;20;2;2249;108198
477;20;1;2106;108384
433;20;1;2107;108378
393;20;2;2256;108188
357;20;1;2109;108366
324;20;1;2110;108355
219;20;2;2262;108182
180;20;1;2116;108338
163;20;2;2265;108177
148;20;1;2118;108326
157;20;1;2139;108324
636;20;1;2251;108195
525;20;1;2253;108192
294;20;1;2259;108184
199;20;2;2749;107642
1454;20;4;2839;107619
1090;20;1;2308;108140
674;20;1;2313;108139
612;20;2;2505;107898
1275;20;1;2410;107965
717;20;1;2416;107961
651;20;1;2417;107956
1321;20;2;2497;107913
817;20;1;2457;107923
379;20;1;2465;107920
556;20;1;2506;107891
981;20;3;2777;107634
809;20;2;2684;107708
607;20;1;2569;107808
500;20;1;2571;107790
454;20;1;2572;107783
374;20;1;2574;107782
155;20;5;4379;105839
344;20;1;2607;107774
211;20;1;2612;107745
191;20;1;2613;107736
142;20;1;2616;107735
551;20;2;2783;107632
412;20;1;2691;107703
230;20;3;3899;106237
1130;20;1;2731;107693
1027;20;1;2732;107668
280;20;3;3625;106496
171;20;4;4865;105483
127;20;2;3666;106433
1200;20;1;2841;107609
224;20;1;2862;107607
151;20;1;2866;107604
124;20;1;2868;107564
133;20;31;3672;106431
1388;20;2;4090;106108
1261;20;1;3155;107246
1146;20;1;3156;107210
1744;20;10;3978;106205
1081;20;2;3611;106546
982;20;7;3984;106203
736;20;4;3942;106213
552;20;4;3990;106188
501;20;3;3770;106348
455;20;2;3834;106293
413;20;5;4014;106185
1440;20;4;3935;106227
892;20;2;3985;106191
340;20;1;3352;107100
810;20;3;3941;106221
669;20;1;3432;106949
1585;20;1;3551;106768
375;20;3;3894;106239
254;20;1;3570;106637
189;20;1;3573;106635
608;20;3;3944;106209
209;20;1;3661;106453
140;20;1;3665;106452
822;20;2;5737;105052
509;20;3;5307;105353
345;20;1;3708;106393
146;20;16;4871;105477
1527;20;2;4530;105785
709;20;1;4097;106087
328;20;1;4105;106081
2092;20;7;4988;105454
1901;20;3;4703;105608
1728;20;2;4354;105903
1071;20;3;4709;105602
973;20;1;4155;106054
662;20;3;4714;105586
601;20;2;4365;105861
450;20;2;4368;105858
536;20;2;4896;105474
401;20;1;4201;106011
272;20;1;4205;105999
904;20;1;4244;105982
419;20;1;4252;105961
1427;20;1;4288;105952
371;20;2;4370;105855
1297;20;1;4357;105900
337;20;1;4371;105854
252;20;2;4724;105575
803;20;1;4475;105803
696;20;1;4501;105800
859;20;1;4536;105780
644;20;1;4539;105778
361;20;1;4545;105776
1175;20;2;4633;105747
336;20;1;4586;105763
228;20;1;4590;105759
970;20;1;4635;105675
600;20;1;4640;105665
170;20;2;5453;105187
729;20;1;4713;105593
496;20;1;4717;105582
1985;20;1;4766;105558
1230;20;1;4771;105553
1016;20;1;4773;105539
692;20;1;4777;105528
519;20;1;4780;105522
428;20;1;4782;105514
1179;20;1;4845;105504
306;20;1;4859;105501
278;20;1;4860;105489
1556;20;4;5975;104839
1168;20;3;5643;105097
796;20;1;5121;105431
723;20;1;5122;105412
447;20;1;5127;105403
2510;20;8;5970;104850
492;20;2;5847;104927
999;20;4;5782;105029
908;20;2;5783;104996
561;20;1;5228;105364
160;20;8;5755;105030
2850;20;2;5724;105061
1460;20;2;5731;105058
462;20;1;5308;105349
284;20;1;5313;105332
2073;20;1;5427;105278
1712;20;2;5974;104841
1414;20;2;5836;104956
657;20;2;5649;105086
597;20;1;5440;105227
2281;20;2;5636;105121
1285;20;3;5977;104774
876;20;2;5841;104944
542;20;2;5986;104769
212;20;1;5544;105137
964;20;1;5645;105088
1327;20;1;5732;105056
617;20;1;5740;105041
380;20;1;5745;105038
618;20;1;5787;104995
234;20;1;5797;104991
1061;20;1;5839;104951
206;20;1;5856;104920
622;20;1;5921;104865
3012;20;1;6027;104768
2056;20;1;6031;104767
1699;20;1;6033;104765
1403;20;1;6035;104758
1053;20;1;6038;104756
869;20;1;6040;104753
Generatia;Nr indivizi;Viata;Fitness
1;100;20;169527
2;100;20;168635
3;100;20;167074
4;100;20;166441
5;100;20;165646
6;100;20;165142
7;100;20;163923
8;100;20;163767
9;100;20;162822
10;100;20;162336
11;100;20;161867
12;100;20;161130
13;100;20;160488
14;100;20;159711
15;100;20;159191
16;100;20;158683
17;100;20;158554
18;100;20;157883
19;100;20;157409
20;100;20;156802
