Setari{prioritate=5 memorie=1 nrDescarcari=15 ajungeAcasa=false}
Fisier generat in 2018/02/10 12:39
Probabilitate Mutatie;Nr Indivizi;Viata;Nr Solutii Gasite;Generatia;Best Solutie
90;40;2;589;117587
81;40;2;590;117551
73;40;1;3;167014
66;40;2;592;117511
59;40;9;478;119923
53;40;7;439;121287
48;40;6;480;119870
50;40;204;496;119599
181;40;2;200;131164
164;40;1;101;138800
149;40;2;202;131159
135;40;2;203;131046
122;40;2;204;131013
110;40;2;205;130975
99;40;6;535;118628
89;40;6;722;114779
80;40;8;449;121138
72;40;4;476;120052
65;40;8;437;121307
130;40;7;746;114670
118;40;4;628;116470
97;40;4;749;114640
88;40;5;474;120087
169;40;3;540;118473
153;40;1;252;128622
139;40;2;343;124886
114;40;3;544;118448
93;40;2;347;124717
84;40;2;348;124673
69;40;1;260;128260
62;40;1;261;128205
56;40;2;551;118198
284;40;1;273;127954
258;40;1;274;127885
234;40;2;740;114735
212;40;1;276;127824
192;40;1;277;127740
174;40;2;743;114704
158;40;1;279;127661
143;40;1;280;127535
107;40;2;472;120203
520;40;3;500;119565
472;40;3;501;119555
353;40;3;504;119504
320;40;5;1094;110738
290;40;7;809;114160
239;40;6;676;115687
197;40;6;1099;110722
179;40;5;679;115652
147;40;6;957;112063
120;40;3;533;118721
126;40;1;344;124867
103;40;2;545;118310
256;40;1;351;124668
232;40;1;352;124627
190;40;1;354;124540
172;40;1;355;124519
141;40;2;561;118142
116;40;1;359;124321
105;40;1;360;124317
95;40;2;565;118064
86;40;1;362;124168
78;40;2;567;118051
63;40;2;569;117967
57;40;2;463;120456
137;40;1;380;123678
112;40;1;382;123658
101;40;1;383;123589
91;40;1;384;123540
82;40;1;385;123465
74;40;1;386;123462
67;40;1;387;123391
60;40;11;989;111779
49;40;1;390;123100
429;40;1;402;122740
389;40;2;503;119544
263;40;5;1096;110725
162;40;4;716;114871
133;40;5;958;112059
109;40;4;720;114796
178;40;1;441;121273
146;40;1;443;121251
119;40;1;445;121241
108;40;1;446;121207
98;40;1;447;121148
208;40;1;450;120972
155;40;1;453;120908
140;40;2;979;111843
127;40;1;455;120710
115;40;2;981;111802
104;40;2;982;111797
94;40;1;458;120535
85;40;2;984;111786
77;40;1;460;120523
70;40;2;568;118029
51;40;1;464;120358
217;40;5;1098;110723
351;40;3;919;112366
76;40;1;548;118218
156;40;1;560;118153
128;40;1;562;118099
202;40;2;731;114772
166;40;1;583;117707
123;40;2;736;114767
100;40;2;738;114738
624;40;1;600;117402
567;40;1;601;117397
468;40;1;603;117368
386;40;1;605;117351
350;40;1;606;117318
318;40;1;607;117258
681;40;1;610;117224
562;40;1;612;117096
510;40;1;613;117080
463;40;1;614;117058
420;40;1;615;117053
381;40;1;616;117027
346;40;1;617;116950
314;40;1;618;116884
259;40;1;620;116770
235;40;1;621;116657
193;40;1;623;116640
175;40;1;624;116625
159;40;1;625;116492
469;40;8;937;112236
387;40;8;947;112107
319;40;5;949;112078
621;40;2;854;113339
564;40;4;895;112865
512;40;5;1050;111134
422;40;5;898;112788
383;40;3;899;112777
316;40;3;776;114345
287;40;4;1056;111120
676;40;1;650;116086
614;40;1;651;116074
558;40;1;652;116071
507;40;1;653;116012
460;40;1;654;116003
418;40;1;655;116001
379;40;1;656;115974
344;40;1;657;115922
312;40;2;960;112053
283;40;2;961;112012
757;40;9;940;112184
625;40;2;934;112260
568;40;7;943;112154
426;40;6;938;112229
465;40;3;897;112820
348;40;4;1054;111129
236;40;3;864;113100
214;40;2;1059;111093
655;40;1;691;115405
540;40;1;693;115353
490;40;1;694;115339
445;40;1;695;115330
404;40;1;696;115296
367;40;1;697;115265
333;40;1;698;115231
688;40;5;912;112466
516;40;6;944;112134
754;40;1;810;114101
685;40;1;811;114035
565;40;1;813;113945
466;40;1;815;113922
423;40;1;816;113880
384;40;1;817;113841
824;40;2;1221;109716
749;40;1;821;113791
680;40;1;822;113744
561;40;2;1225;109648
897;40;2;1290;108931
815;40;2;1291;108928
610;40;2;1294;108906
457;40;1;837;113631
912;40;2;890;112912
829;40;2;891;112908
684;40;2;893;112871
260;40;1;863;113123
176;40;1;867;113096
160;40;1;868;113082
637;40;1;872;113064
434;40;1;876;113060
394;40;1;877;113022
325;40;1;879;113009
1392;40;1;900;112744
1265;40;1;901;112702
1150;40;1;902;112672
1045;40;2;1646;106875
949;40;1;904;112556
711;40;1;907;112549
646;40;1;908;112541
587;40;1;909;112523
211;40;1;964;112006
191;40;1;965;111994
157;40;1;967;111954
335;40;1;970;111947
304;40;1;971;111913
227;40;1;974;111906
170;40;1;977;111854
969;40;1;997;111773
880;40;1;998;111760
799;40;1;999;111718
600;40;1;1002;111692
545;40;1;1003;111678
370;40;1;1007;111668
336;40;1;1008;111666
305;40;1;1009;111646
1135;40;18;1470;107752
851;40;9;1473;107721
773;40;9;1305;108835
702;40;12;1434;108042
1031;40;10;1471;107750
580;40;11;1436;108038
479;40;8;1438;108010
395;40;4;1273;109065
359;40;4;1274;109057
296;40;2;1084;110785
200;40;4;1177;110055
470;40;2;1090;110765
427;40;2;1091;110762
388;40;1;1042;111240
352;40;2;1093;110754
937;40;8;1392;108152
527;40;10;1478;107698
269;40;3;1218;109745
638;40;10;1476;107707
435;40;3;1272;109086
221;40;1;1118;110526
878;40;1;1122;110510
725;40;1;1124;110481
659;40;1;1125;110469
494;40;1;1128;110459
449;40;1;1129;110435
1167;40;1;1130;110407
1060;40;1;1131;110390
963;40;1;1132;110389
722;40;1;1135;110350
