Fisier generat in 2017/12/26 12:52
Probabilitate Mutatie;Nr Indivizi;Viata;Nr Solutii Gasite;Generatia;Best Solutie
0;1000;24;43;486;203358
0;2000;24;1;29;226375
0;4000;24;3;490;202330
